txn_id,txn_date,rail,mcc,currency,local_amount,fx_rate,gross_usd,expected_interchange,expected_scheme_fee,expected_net
TXN000251,2026-06-07,cross_border,5814 Fast Food,MXN,2791.33,0.0542,151.29,3.35,1.66,146.28
TXN000252,2026-06-11,ecom_credit,5912 Pharmacy,USD,320.98,1.0,320.98,6.36,0.45,314.17
TXN000253,2026-06-09,card_present_debit,5912 Pharmacy,USD,81.4,1.0,81.4,1.06,0.11,80.23
TXN000254,2026-06-06,ecom_credit,5541 Fuel,USD,165.65,1.0,165.65,3.33,0.23,162.09
TXN000255,2026-06-03,ecom_credit,5411 Grocery,USD,429.25,1.0,429.25,8.47,0.6,420.18
TXN000256,2026-06-08,card_present_debit,5732 Electronics,USD,171.34,1.0,171.34,2.01,0.22,169.11
TXN000257,2026-06-03,card_present_credit,5541 Fuel,USD,310.52,1.0,310.52,5.22,0.43,304.87
TXN000258,2026-06-07,card_present_credit,5814 Fast Food,USD,40.46,1.0,40.46,0.77,0.06,39.63
TXN000259,2026-06-01,cross_border,5812 Restaurants,JPY,91191.89,0.00641,584.54,12.67,6.43,565.44
TXN000260,2026-06-05,cross_border,5411 Grocery,EUR,230.77,1.082,249.69,5.47,2.75,241.47
TXN000261,2026-06-06,card_present_debit,5411 Grocery,USD,84.45,1.0,84.45,1.1,0.11,83.24
TXN000262,2026-06-05,card_present_debit,5912 Pharmacy,USD,110.62,1.0,110.62,1.37,0.14,109.11
TXN000263,2026-06-13,ecom_debit,5812 Restaurants,USD,274.21,1.0,274.21,4.06,0.36,269.79
TXN000264,2026-06-08,card_present_debit,4121 Rideshare,USD,214.36,1.0,214.36,2.46,0.28,211.62
TXN000265,2026-06-10,cross_border,5732 Electronics,GBP,75.02,1.278,95.87,2.16,1.05,92.66
TXN000266,2026-06-02,card_present_credit,5814 Fast Food,USD,99.22,1.0,99.22,1.74,0.14,97.34
TXN000267,2026-06-13,card_present_credit,5541 Fuel,USD,195.09,1.0,195.09,3.32,0.27,191.5
TXN000268,2026-06-12,card_present_credit,5999 Retail,USD,132.67,1.0,132.67,2.29,0.19,130.19
TXN000269,2026-06-03,card_present_debit,5814 Fast Food,USD,56.01,1.0,56.01,0.8,0.07,55.14
TXN000270,2026-06-04,card_present_credit,4899 Streaming,USD,307.67,1.0,307.67,5.18,0.43,302.06
TXN000271,2026-06-11,card_present_credit,5912 Pharmacy,USD,280.31,1.0,280.31,4.73,0.39,275.19
TXN000272,2026-06-04,card_present_debit,4899 Streaming,USD,47.21,1.0,47.21,0.71,0.06,46.44
TXN000273,2026-06-03,card_present_debit,5912 Pharmacy,USD,70.03,1.0,70.03,0.95,0.09,68.99
TXN000274,2026-06-01,card_present_credit,4121 Rideshare,USD,19.61,1.0,19.61,0.42,0.03,19.16
TXN000275,2026-06-08,card_present_debit,5541 Fuel,USD,62.3,1.0,62.3,0.86,0.08,61.36
TXN000276,2026-06-02,ecom_credit,5912 Pharmacy,USD,315.13,1.0,315.13,6.25,0.44,308.44
TXN000277,2026-06-09,card_present_debit,5812 Restaurants,USD,28.84,1.0,28.84,0.51,0.04,28.29
TXN000278,2026-06-05,card_present_debit,7011 Lodging,USD,78.0,1.0,78.0,1.03,0.1,76.87
TXN000279,2026-06-13,card_present_debit,4121 Rideshare,USD,55.65,1.0,55.65,0.79,0.07,54.79
TXN000280,2026-06-04,card_present_debit,5999 Retail,USD,157.39,1.0,157.39,1.86,0.2,155.33
TXN000281,2026-06-04,ecom_credit,7011 Lodging,USD,198.92,1.0,198.92,3.98,0.28,194.66
TXN000282,2026-06-04,ecom_debit,5812 Restaurants,USD,19.06,1.0,19.06,0.49,0.02,18.55
TXN000283,2026-06-10,card_present_debit,7011 Lodging,USD,213.02,1.0,213.02,2.45,0.28,210.29
TXN000284,2026-06-02,card_present_credit,5814 Fast Food,USD,60.81,1.0,60.81,1.1,0.09,59.62
TXN000285,2026-06-08,card_present_debit,5814 Fast Food,USD,58.03,1.0,58.03,0.82,0.08,57.13
TXN000286,2026-06-09,ecom_debit,5732 Electronics,USD,260.61,1.0,260.61,3.87,0.34,256.4
TXN000287,2026-06-04,card_present_debit,5814 Fast Food,USD,190.49,1.0,190.49,2.21,0.25,188.03
TXN000288,2026-06-07,card_present_debit,5812 Restaurants,USD,17.7,1.0,17.7,0.4,0.02,17.28
TXN000289,2026-06-08,card_present_credit,4899 Streaming,USD,435.44,1.0,435.44,7.28,0.61,427.55
TXN000290,2026-06-09,cross_border,5411 Grocery,MXN,7049.26,0.0542,382.07,8.31,4.2,369.56
TXN000291,2026-06-04,card_present_debit,5732 Electronics,USD,106.56,1.0,106.56,1.33,0.14,105.09
TXN000292,2026-06-13,ecom_credit,5814 Fast Food,USD,264.99,1.0,264.99,5.27,0.37,259.35
TXN000293,2026-06-06,ecom_credit,5912 Pharmacy,USD,21.25,1.0,21.25,0.51,0.03,20.71
TXN000294,2026-06-07,card_present_debit,5812 Restaurants,USD,67.38,1.0,67.38,0.92,0.09,66.37
TXN000295,2026-06-10,card_present_debit,4899 Streaming,USD,123.75,1.0,123.75,1.51,0.16,122.08
TXN000296,2026-06-01,card_present_debit,5814 Fast Food,USD,208.73,1.0,208.73,2.4,0.27,206.06
TXN000297,2026-06-12,card_present_credit,5411 Grocery,USD,474.51,1.0,474.51,7.93,0.66,465.92
TXN000298,2026-06-09,card_present_debit,5812 Restaurants,USD,151.31,1.0,151.31,1.8,0.2,149.31
TXN000299,2026-06-07,card_present_credit,5912 Pharmacy,USD,451.24,1.0,451.24,7.55,0.63,443.06
TXN000300,2026-06-11,ecom_credit,4899 Streaming,USD,219.13,1.0,219.13,4.37,0.31,214.45
TXN000301,2026-06-14,cross_border,7011 Lodging,CAD,441.5,0.731,322.74,7.04,3.55,312.15
TXN000302,2026-06-12,card_present_credit,5541 Fuel,USD,65.14,1.0,65.14,1.17,0.09,63.88
TXN000303,2026-06-10,card_present_credit,5411 Grocery,USD,176.49,1.0,176.49,3.01,0.25,173.23
TXN000304,2026-06-08,card_present_debit,4121 Rideshare,USD,76.88,1.0,76.88,1.02,0.1,75.76
TXN000305,2026-06-12,ecom_credit,5812 Restaurants,USD,23.9,1.0,23.9,0.57,0.03,23.3
TXN000306,2026-06-08,card_present_debit,5814 Fast Food,USD,140.37,1.0,140.37,1.68,0.18,138.51
TXN000307,2026-06-06,ecom_credit,5999 Retail,USD,406.9,1.0,406.9,8.03,0.57,398.3
TXN000308,2026-06-02,card_present_credit,4899 Streaming,USD,177.44,1.0,177.44,3.03,0.25,174.16
TXN000309,2026-06-05,ecom_credit,5732 Electronics,USD,153.29,1.0,153.29,3.09,0.21,149.99
TXN000310,2026-06-12,card_present_debit,4121 Rideshare,USD,155.81,1.0,155.81,1.85,0.2,153.76
TXN000311,2026-06-08,ecom_credit,5814 Fast Food,USD,266.46,1.0,266.46,5.3,0.37,260.79
TXN000312,2026-06-05,card_present_credit,5999 Retail,USD,230.71,1.0,230.71,3.91,0.32,226.48
TXN000313,2026-06-11,ecom_credit,5732 Electronics,USD,260.54,1.0,260.54,5.18,0.36,255.0
TXN000314,2026-06-06,card_present_credit,5541 Fuel,USD,309.07,1.0,309.07,5.2,0.43,303.44
TXN000315,2026-06-08,card_present_debit,5411 Grocery,USD,29.77,1.0,29.77,0.52,0.04,29.21
TXN000316,2026-06-04,ecom_credit,5912 Pharmacy,USD,107.05,1.0,107.05,2.19,0.15,104.71
TXN000317,2026-06-03,cross_border,5814 Fast Food,JPY,133889.24,0.00641,858.23,18.55,9.44,830.24
TXN000318,2026-06-13,card_present_debit,5814 Fast Food,USD,25.78,1.0,25.78,0.48,0.03,25.27
TXN000319,2026-06-05,cross_border,5541 Fuel,CAD,455.51,0.731,332.98,7.26,3.66,322.06
TXN000320,2026-06-12,card_present_debit,7011 Lodging,USD,151.08,1.0,151.08,1.8,0.2,149.08
TXN000321,2026-06-14,ecom_credit,5411 Grocery,USD,125.66,1.0,125.66,2.55,0.18,122.93
TXN000322,2026-06-02,card_present_debit,7011 Lodging,USD,15.97,1.0,15.97,0.38,0.02,15.57
TXN000323,2026-06-11,card_present_credit,5541 Fuel,USD,257.97,1.0,257.97,4.36,0.36,253.25
TXN000324,2026-06-14,ecom_credit,4121 Rideshare,USD,466.65,1.0,466.65,9.2,0.65,456.8
TXN000325,2026-06-04,card_present_credit,5411 Grocery,USD,307.69,1.0,307.69,5.18,0.43,302.08
TXN000326,2026-06-09,card_present_debit,5814 Fast Food,USD,92.06,1.0,92.06,1.18,0.12,90.76
TXN000327,2026-06-01,cross_border,5814 Fast Food,GBP,599.04,1.278,765.57,16.56,8.42,740.59
TXN000328,2026-06-04,card_present_credit,5814 Fast Food,USD,416.82,1.0,416.82,6.98,0.58,409.26
TXN000329,2026-06-06,card_present_debit,5812 Restaurants,USD,214.19,1.0,214.19,2.46,0.28,211.45
TXN000330,2026-06-07,card_present_credit,7011 Lodging,USD,463.18,1.0,463.18,7.74,0.65,454.79
TXN000331,2026-06-12,ecom_credit,5541 Fuel,USD,598.64,1.0,598.64,11.77,0.84,586.03
TXN000332,2026-06-06,card_present_debit,7011 Lodging,USD,214.96,1.0,214.96,2.47,0.28,212.21
TXN000333,2026-06-07,card_present_debit,5912 Pharmacy,USD,116.89,1.0,116.89,1.44,0.15,115.3
TXN000334,2026-06-14,ecom_debit,5814 Fast Food,USD,58.06,1.0,58.06,1.03,0.08,56.95
TXN000335,2026-06-07,card_present_debit,5912 Pharmacy,USD,22.87,1.0,22.87,0.45,0.03,22.39
TXN000336,2026-06-13,card_present_debit,4899 Streaming,USD,96.06,1.0,96.06,1.22,0.12,94.72
TXN000337,2026-06-02,ecom_credit,5999 Retail,USD,540.24,1.0,540.24,10.63,0.76,528.85
TXN000338,2026-06-09,card_present_credit,5999 Retail,USD,67.47,1.0,67.47,1.21,0.09,66.17
TXN000339,2026-06-10,card_present_credit,5812 Restaurants,USD,464.25,1.0,464.25,7.76,0.65,455.84
TXN000340,2026-06-14,card_present_debit,5732 Electronics,USD,191.28,1.0,191.28,2.22,0.25,188.81
TXN000341,2026-06-14,ecom_debit,5814 Fast Food,USD,119.81,1.0,119.81,1.9,0.16,117.75
TXN000342,2026-06-14,card_present_debit,5732 Electronics,USD,46.01,1.0,46.01,0.69,0.06,45.26
TXN000343,2026-06-07,card_present_debit,5999 Retail,USD,180.22,1.0,180.22,2.1,0.23,177.89
TXN000344,2026-06-05,cross_border,5814 Fast Food,CAD,1128.14,0.731,824.67,17.83,9.07,797.77
TXN000345,2026-06-11,card_present_credit,5912 Pharmacy,USD,22.34,1.0,22.34,0.47,0.03,21.84
TXN000346,2026-06-05,cross_border,4121 Rideshare,GBP,110.24,1.278,140.89,3.13,1.55,136.21
TXN000347,2026-06-10,card_present_debit,5411 Grocery,USD,150.82,1.0,150.82,1.79,0.2,148.83
TXN000348,2026-06-07,card_present_credit,7011 Lodging,USD,21.45,1.0,21.45,0.45,0.03,20.97
TXN000349,2026-06-01,ecom_credit,5912 Pharmacy,USD,332.0,1.0,332.0,6.57,0.46,324.97
TXN000350,2026-06-09,card_present_credit,7011 Lodging,USD,173.53,1.0,173.53,2.96,0.24,170.33
TXN000351,2026-06-06,card_present_credit,5814 Fast Food,USD,272.02,1.0,272.02,4.59,0.38,267.05
TXN000352,2026-06-05,card_present_debit,5541 Fuel,USD,162.07,1.0,162.07,1.91,0.21,159.95
TXN000353,2026-06-03,ecom_credit,4121 Rideshare,USD,242.61,1.0,242.61,4.83,0.34,237.44
TXN000354,2026-06-08,ecom_credit,5411 Grocery,USD,218.97,1.0,218.97,4.37,0.31,214.29
TXN000355,2026-06-05,card_present_debit,7011 Lodging,USD,165.49,1.0,165.49,1.95,0.22,163.32
TXN000356,2026-06-13,card_present_credit,4121 Rideshare,USD,267.13,1.0,267.13,4.51,0.37,262.25
TXN000357,2026-06-09,card_present_debit,4121 Rideshare,USD,171.27,1.0,171.27,2.01,0.22,169.04
TXN000358,2026-06-14,card_present_debit,5812 Restaurants,USD,196.96,1.0,196.96,2.28,0.26,194.42
TXN000359,2026-06-05,ecom_credit,5541 Fuel,USD,123.17,1.0,123.17,2.5,0.17,120.5
TXN000360,2026-06-13,card_present_debit,5999 Retail,USD,172.73,1.0,172.73,2.02,0.22,170.49
TXN000361,2026-06-08,card_present_debit,5999 Retail,USD,15.59,1.0,15.59,0.37,0.02,15.2
TXN000362,2026-06-01,card_present_debit,5732 Electronics,USD,31.91,1.0,31.91,0.55,0.04,31.32
TXN000363,2026-06-02,ecom_debit,5999 Retail,USD,241.69,1.0,241.69,3.6,0.31,237.78
TXN000364,2026-06-14,card_present_debit,5812 Restaurants,USD,41.19,1.0,41.19,0.64,0.05,40.5
TXN000365,2026-06-12,card_present_credit,5411 Grocery,USD,51.92,1.0,51.92,0.96,0.07,50.89
TXN000366,2026-06-03,ecom_credit,5999 Retail,USD,589.5,1.0,589.5,11.6,0.83,577.07
TXN000367,2026-06-13,card_present_credit,5541 Fuel,USD,37.61,1.0,37.61,0.72,0.05,36.84
TXN000368,2026-06-11,card_present_credit,4121 Rideshare,USD,458.89,1.0,458.89,7.67,0.64,450.58
TXN000369,2026-06-04,card_present_credit,5999 Retail,USD,348.86,1.0,348.86,5.86,0.49,342.51
TXN000370,2026-06-14,card_present_debit,4899 Streaming,USD,76.34,1.0,76.34,1.01,0.1,75.23
TXN000371,2026-06-09,card_present_debit,7011 Lodging,USD,99.2,1.0,99.2,1.25,0.13,97.82
TXN000372,2026-06-01,card_present_credit,5812 Restaurants,USD,477.01,1.0,477.01,7.97,0.67,468.37
TXN000373,2026-06-14,ecom_debit,4899 Streaming,USD,152.59,1.0,152.59,2.36,0.2,150.03
TXN000374,2026-06-03,ecom_credit,5812 Restaurants,USD,220.45,1.0,220.45,4.4,0.31,215.74
TXN000375,2026-06-08,card_present_credit,5999 Retail,USD,117.43,1.0,117.43,2.04,0.16,115.23
TXN000376,2026-06-03,card_present_credit,7011 Lodging,USD,431.66,1.0,431.66,7.22,0.6,423.84
TXN000377,2026-06-03,card_present_debit,5999 Retail,USD,5.55,1.0,5.55,0.27,0.01,5.27
TXN000378,2026-06-05,card_present_credit,4121 Rideshare,USD,147.15,1.0,147.15,2.53,0.21,144.41
TXN000379,2026-06-06,card_present_credit,4899 Streaming,USD,170.94,1.0,170.94,2.92,0.24,167.78
TXN000380,2026-06-03,card_present_debit,5812 Restaurants,USD,125.52,1.0,125.52,1.53,0.16,123.83
TXN000381,2026-06-04,ecom_credit,4121 Rideshare,USD,424.83,1.0,424.83,8.38,0.59,415.86
TXN000382,2026-06-06,card_present_debit,5812 Restaurants,USD,183.21,1.0,183.21,2.13,0.24,180.84
TXN000383,2026-06-04,card_present_debit,5999 Retail,USD,148.54,1.0,148.54,1.77,0.19,146.58
TXN000384,2026-06-04,ecom_debit,5812 Restaurants,USD,226.91,1.0,226.91,3.4,0.29,223.22
TXN000385,2026-06-07,card_present_credit,5732 Electronics,USD,461.74,1.0,461.74,7.72,0.65,453.37
TXN000386,2026-06-03,card_present_credit,5912 Pharmacy,USD,363.26,1.0,363.26,6.09,0.51,356.66
TXN000387,2026-06-05,card_present_debit,5541 Fuel,USD,98.95,1.0,98.95,1.25,0.13,97.57
TXN000388,2026-06-03,card_present_credit,5912 Pharmacy,USD,429.76,1.0,429.76,7.19,0.6,421.97
TXN000389,2026-06-09,card_present_debit,4899 Streaming,USD,30.68,1.0,30.68,0.53,0.04,30.11
TXN000390,2026-06-01,ecom_credit,5411 Grocery,USD,20.1,1.0,20.1,0.49,0.03,19.58
TXN000391,2026-06-09,card_present_credit,5732 Electronics,USD,442.58,1.0,442.58,7.4,0.62,434.56
TXN000392,2026-06-12,card_present_credit,5541 Fuel,USD,301.26,1.0,301.26,5.07,0.42,295.77
TXN000393,2026-06-14,card_present_debit,5999 Retail,USD,177.75,1.0,177.75,2.08,0.23,175.44
TXN000394,2026-06-01,ecom_credit,5411 Grocery,USD,39.8,1.0,39.8,0.88,0.06,38.86
TXN000395,2026-06-08,ecom_debit,5812 Restaurants,USD,140.49,1.0,140.49,2.19,0.18,138.12
TXN000396,2026-06-08,card_present_credit,5411 Grocery,USD,61.33,1.0,61.33,1.11,0.09,60.13
TXN000397,2026-06-09,card_present_debit,5999 Retail,USD,180.64,1.0,180.64,2.11,0.23,178.3
TXN000398,2026-06-07,card_present_credit,5912 Pharmacy,USD,154.15,1.0,154.15,2.64,0.22,151.29
TXN000399,2026-06-10,card_present_debit,4121 Rideshare,USD,77.67,1.0,77.67,1.03,0.1,76.54
TXN000400,2026-06-08,ecom_debit,5541 Fuel,USD,285.61,1.0,285.61,4.22,0.37,281.02
TXN000401,2026-06-01,ecom_credit,5814 Fast Food,USD,531.65,1.0,531.65,10.47,0.74,520.44
TXN000402,2026-06-13,card_present_debit,4899 Streaming,USD,205.62,1.0,205.62,2.37,0.27,202.98
TXN000403,2026-06-08,ecom_debit,5812 Restaurants,USD,111.79,1.0,111.79,1.79,0.15,109.85
TXN000404,2026-06-10,ecom_credit,5812 Restaurants,USD,125.84,1.0,125.84,2.55,0.18,123.11
TXN000405,2026-06-11,cross_border,5812 Restaurants,MXN,9823.8,0.0542,532.45,11.55,5.86,515.04
TXN000406,2026-06-09,card_present_credit,5999 Retail,USD,412.56,1.0,412.56,6.91,0.58,405.07
TXN000407,2026-06-11,card_present_credit,5541 Fuel,USD,99.77,1.0,99.77,1.75,0.14,97.88
TXN000408,2026-06-03,ecom_credit,5411 Grocery,USD,76.63,1.0,76.63,1.59,0.11,74.93
TXN000409,2026-06-07,ecom_debit,4121 Rideshare,USD,234.87,1.0,234.87,3.51,0.31,231.05
TXN000410,2026-06-08,card_present_debit,4899 Streaming,USD,120.51,1.0,120.51,1.48,0.16,118.87
TXN000411,2026-06-01,ecom_debit,5999 Retail,USD,16.09,1.0,16.09,0.45,0.02,15.62
TXN000412,2026-06-09,card_present_credit,5541 Fuel,USD,394.48,1.0,394.48,6.61,0.55,387.32
TXN000413,2026-06-03,ecom_debit,7011 Lodging,USD,289.38,1.0,289.38,4.27,0.38,284.73
TXN000414,2026-06-07,card_present_debit,5732 Electronics,USD,136.67,1.0,136.67,1.65,0.18,134.84
TXN000415,2026-06-08,card_present_credit,4899 Streaming,USD,334.89,1.0,334.89,5.63,0.47,328.79
TXN000416,2026-06-10,card_present_credit,5912 Pharmacy,USD,296.93,1.0,296.93,5.0,0.42,291.51
TXN000417,2026-06-09,card_present_debit,7011 Lodging,USD,165.82,1.0,165.82,1.95,0.22,163.65
TXN000418,2026-06-02,ecom_credit,5732 Electronics,USD,518.67,1.0,518.67,10.21,0.73,507.73
TXN000419,2026-06-09,card_present_debit,7011 Lodging,USD,213.8,1.0,213.8,2.45,0.28,211.07
TXN000420,2026-06-11,ecom_credit,5814 Fast Food,USD,297.78,1.0,297.78,5.91,0.42,291.45
TXN000421,2026-06-06,ecom_debit,5812 Restaurants,USD,183.07,1.0,183.07,2.78,0.24,180.05
TXN000422,2026-06-09,card_present_credit,5812 Restaurants,USD,238.04,1.0,238.04,4.03,0.33,233.68
TXN000423,2026-06-10,card_present_debit,5411 Grocery,USD,104.55,1.0,104.55,1.31,0.14,103.1
TXN000424,2026-06-13,ecom_debit,5814 Fast Food,USD,178.23,1.0,178.23,2.72,0.23,175.28
TXN000425,2026-06-08,ecom_debit,5541 Fuel,USD,209.65,1.0,209.65,3.16,0.27,206.22
TXN000426,2026-06-08,card_present_credit,4121 Rideshare,USD,208.66,1.0,208.66,3.54,0.29,204.83
TXN000427,2026-06-12,card_present_debit,5812 Restaurants,USD,89.71,1.0,89.71,1.15,0.12,88.44
TXN000428,2026-06-06,card_present_credit,5541 Fuel,USD,408.7,1.0,408.7,6.84,0.57,401.29
TXN000429,2026-06-06,card_present_credit,7011 Lodging,USD,317.42,1.0,317.42,5.34,0.44,311.64
TXN000430,2026-06-14,card_present_debit,5912 Pharmacy,USD,72.54,1.0,72.54,0.97,0.09,71.48
TXN000431,2026-06-06,card_present_debit,4899 Streaming,USD,218.27,1.0,218.27,2.5,0.28,215.49
TXN000432,2026-06-01,ecom_credit,4121 Rideshare,USD,63.88,1.0,63.88,1.35,0.09,62.44
TXN000433,2026-06-04,card_present_credit,5411 Grocery,USD,189.04,1.0,189.04,3.22,0.26,185.56
TXN000434,2026-06-11,ecom_debit,4121 Rideshare,USD,34.31,1.0,34.31,0.7,0.04,33.57
TXN000435,2026-06-14,ecom_debit,5411 Grocery,USD,285.75,1.0,285.75,4.22,0.37,281.16
TXN000436,2026-06-12,card_present_debit,4121 Rideshare,USD,134.95,1.0,134.95,1.63,0.18,133.14
TXN000437,2026-06-01,ecom_debit,5912 Pharmacy,USD,200.0,1.0,200.0,3.02,0.26,196.72
TXN000438,2026-06-05,ecom_credit,5912 Pharmacy,USD,117.76,1.0,117.76,2.4,0.16,115.2
TXN000439,2026-06-11,card_present_debit,5912 Pharmacy,USD,192.56,1.0,192.56,2.23,0.25,190.08
TXN000440,2026-06-05,ecom_credit,4121 Rideshare,USD,198.48,1.0,198.48,3.97,0.28,194.23
TXN000441,2026-06-14,card_present_debit,5812 Restaurants,USD,181.18,1.0,181.18,2.11,0.24,178.83
TXN000442,2026-06-13,card_present_debit,5814 Fast Food,USD,17.14,1.0,17.14,0.39,0.02,16.73
TXN000443,2026-06-09,card_present_credit,5732 Electronics,USD,33.94,1.0,33.94,0.66,0.05,33.23
TXN000444,2026-06-11,ecom_credit,5814 Fast Food,USD,526.29,1.0,526.29,10.36,0.74,515.19
TXN000445,2026-06-04,cross_border,5812 Restaurants,GBP,81.01,1.278,103.53,2.33,1.14,100.06
TXN000446,2026-06-01,card_present_debit,7011 Lodging,USD,215.63,1.0,215.63,2.47,0.28,212.88
TXN000447,2026-06-10,card_present_debit,5814 Fast Food,USD,71.21,1.0,71.21,0.96,0.09,70.16
TXN000448,2026-06-12,ecom_credit,7011 Lodging,USD,63.7,1.0,63.7,1.34,0.09,62.27
TXN000449,2026-06-06,ecom_debit,7011 Lodging,USD,298.95,1.0,298.95,4.41,0.39,294.15
TXN000450,2026-06-13,card_present_debit,4121 Rideshare,USD,126.89,1.0,126.89,1.54,0.16,125.19
TXN000451,2026-06-04,card_present_credit,5541 Fuel,USD,277.21,1.0,277.21,4.67,0.39,272.15
TXN000452,2026-06-01,card_present_debit,5999 Retail,USD,88.98,1.0,88.98,1.14,0.12,87.72
TXN000453,2026-06-02,ecom_credit,4899 Streaming,USD,201.02,1.0,201.02,4.02,0.28,196.72
TXN000454,2026-06-14,ecom_credit,7011 Lodging,USD,245.52,1.0,245.52,4.89,0.34,240.29
TXN000455,2026-06-10,card_present_credit,7011 Lodging,USD,438.73,1.0,438.73,7.34,0.61,430.78
TXN000456,2026-06-11,card_present_debit,5814 Fast Food,USD,36.24,1.0,36.24,0.59,0.05,35.6
TXN000457,2026-06-10,ecom_debit,5912 Pharmacy,USD,265.73,1.0,265.73,3.94,0.35,261.44
TXN000458,2026-06-01,card_present_debit,5999 Retail,USD,94.53,1.0,94.53,1.2,0.12,93.21
TXN000459,2026-06-03,ecom_debit,5812 Restaurants,USD,12.41,1.0,12.41,0.39,0.02,12.0
TXN000460,2026-06-09,card_present_credit,5812 Restaurants,USD,310.4,1.0,310.4,5.22,0.43,304.75
TXN000461,2026-06-08,ecom_credit,7011 Lodging,USD,395.65,1.0,395.65,7.82,0.55,387.28
TXN000462,2026-06-06,card_present_credit,5732 Electronics,USD,292.73,1.0,292.73,4.93,0.41,287.39
TXN000463,2026-06-10,card_present_credit,7011 Lodging,USD,95.18,1.0,95.18,1.67,0.13,93.38
TXN000464,2026-06-05,card_present_credit,7011 Lodging,USD,121.71,1.0,121.71,2.11,0.17,119.43
TXN000465,2026-06-11,card_present_debit,5912 Pharmacy,USD,216.46,1.0,216.46,2.48,0.28,213.7
TXN000466,2026-06-11,ecom_debit,5732 Electronics,USD,223.96,1.0,223.96,3.36,0.29,220.31
TXN000467,2026-06-13,ecom_credit,5999 Retail,USD,481.56,1.0,481.56,9.49,0.67,471.4
TXN000468,2026-06-09,card_present_debit,5411 Grocery,USD,91.21,1.0,91.21,1.17,0.12,89.92
TXN000469,2026-06-08,ecom_credit,5912 Pharmacy,USD,334.41,1.0,334.41,6.62,0.47,327.32
TXN000470,2026-06-14,ecom_credit,5411 Grocery,USD,525.17,1.0,525.17,10.34,0.74,514.09
TXN000471,2026-06-08,ecom_debit,5912 Pharmacy,USD,139.86,1.0,139.86,2.18,0.18,137.5
TXN000472,2026-06-11,card_present_credit,5411 Grocery,USD,446.94,1.0,446.94,7.47,0.63,438.84
TXN000473,2026-06-11,ecom_credit,4899 Streaming,USD,85.53,1.0,85.53,1.77,0.12,83.64
TXN000474,2026-06-11,card_present_debit,4121 Rideshare,USD,133.02,1.0,133.02,1.61,0.17,131.24
TXN000475,2026-06-09,ecom_debit,5541 Fuel,USD,8.31,1.0,8.31,0.34,0.01,7.96
TXN000476,2026-06-11,ecom_debit,5999 Retail,USD,271.35,1.0,271.35,4.02,0.35,266.98
TXN000477,2026-06-13,card_present_debit,5732 Electronics,USD,143.26,1.0,143.26,1.71,0.19,141.36
TXN000478,2026-06-12,ecom_credit,5812 Restaurants,USD,335.58,1.0,335.58,6.64,0.47,328.47
TXN000479,2026-06-03,ecom_debit,5814 Fast Food,USD,199.0,1.0,199.0,3.01,0.26,195.73
TXN000480,2026-06-07,ecom_debit,4121 Rideshare,USD,240.68,1.0,240.68,3.59,0.31,236.78
TXN000481,2026-06-04,card_present_credit,5541 Fuel,USD,243.65,1.0,243.65,4.12,0.34,239.19
TXN000482,2026-06-02,card_present_debit,5411 Grocery,USD,125.36,1.0,125.36,1.53,0.16,123.67
TXN000483,2026-06-08,ecom_credit,5812 Restaurants,USD,448.9,1.0,448.9,8.85,0.63,439.42
TXN000484,2026-06-07,card_present_debit,5732 Electronics,USD,172.52,1.0,172.52,2.02,0.22,170.28
TXN000485,2026-06-03,card_present_debit,7011 Lodging,USD,85.08,1.0,85.08,1.1,0.11,83.87
TXN000486,2026-06-11,cross_border,4899 Streaming,MXN,8807.01,0.0542,477.34,10.36,5.25,461.73
TXN000487,2026-06-04,card_present_debit,5814 Fast Food,USD,55.07,1.0,55.07,0.79,0.07,54.21
TXN000488,2026-06-09,card_present_debit,5812 Restaurants,USD,40.08,1.0,40.08,0.63,0.05,39.4
TXN000489,2026-06-03,ecom_debit,7011 Lodging,USD,17.94,1.0,17.94,0.47,0.02,17.45
TXN000490,2026-06-02,card_present_credit,4121 Rideshare,USD,320.96,1.0,320.96,5.4,0.45,315.11
TXN000491,2026-06-11,ecom_credit,5999 Retail,USD,212.71,1.0,212.71,4.25,0.3,208.16
TXN000492,2026-06-02,card_present_debit,4121 Rideshare,USD,106.99,1.0,106.99,1.33,0.14,105.52
TXN000493,2026-06-11,card_present_credit,7011 Lodging,USD,393.0,1.0,393.0,6.58,0.55,385.87
TXN000494,2026-06-06,card_present_debit,5814 Fast Food,USD,118.81,1.0,118.81,1.46,0.15,117.2
TXN000495,2026-06-11,card_present_debit,4121 Rideshare,USD,19.89,1.0,19.89,0.42,0.03,19.44
TXN000496,2026-06-08,card_present_debit,5812 Restaurants,USD,52.13,1.0,52.13,0.76,0.07,51.3
